TransactionID,OrderID,TransactionDate,TransactionTime,DayOfWeek,Month,Quarter,Year,CustomerID,CustomerAgeGroup,Subscription Member,ProductID,ProductName,Category,Season,QuantitySold,UnitSalePrice,UnitCost,Revenue,TotalCost,Profit,GrossMarginPercent,WeekendFlag,StoreID,StoreLocation,City,State
TXN-00038145,ORD-0015014,4/12/2025,8:12:50,Saturday,April,Q2,2025,CUST-00054,35-44,None,CP-007,Blueberry Cupcakes,Cupcakes,Spring,2,4.5,0.88,9,1.76,7.24,80.44,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038146,ORD-0015014,4/12/2025,8:12:50,Saturday,April,Q2,2025,CUST-00054,35-44,None,CK-001,Chocolate Chip Cookie,Cookie,Spring,1,2.99,0.32,2.99,0.32,2.67,89.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038147,ORD-0004160,4/12/2025,9:06:49,Saturday,April,Q2,2025,CUST-05236,45-54,None,BR-002,Walnut Brownies,Brownies,Spring,1,3.5,0.59,3.5,0.59,2.91,83.14,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038148,ORD-0004160,4/12/2025,9:06:49,Saturday,April,Q2,2025,CUST-05236,45-54,None,CP-002,Chocolate Cupcakes,Cupcakes,Spring,1,4.5,0.79,4.5,0.79,3.71,82.44,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038149,ORD-0002524,4/12/2025,9:38:00,Saturday,April,Q2,2025,CUST-01686,65-74,None,CK-003,Oatmeal Cookie,Cookie,Spring,1,2.99,0.24,2.99,0.24,2.75,91.97,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038150,ORD-0008026,4/12/2025,10:16:28,Saturday,April,Q2,2025,CUST-02498,45-54,None,CK-001,Chocolate Chip Cookie,Cookie,Spring,1,2.99,0.32,2.99,0.32,2.67,89.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038151,ORD-0008026,4/12/2025,10:16:28,Saturday,April,Q2,2025,CUST-02498,45-54,None,CP-002,Chocolate Cupcakes,Cupcakes,Spring,1,4.5,0.79,4.5,0.79,3.71,82.44,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038152,ORD-0008026,4/12/2025,10:16:28,Saturday,April,Q2,2025,CUST-02498,45-54,None,CP-003,Lemon Cupcake,Cupcakes,Spring,1,4.5,0.76,4.5,0.76,3.74,83.11,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038153,ORD-0008026,4/12/2025,10:16:28,Saturday,April,Q2,2025,CUST-02498,45-54,None,CK-001,Chocolate Chip Cookie,Cookie,Spring,1,2.99,0.32,2.99,0.32,2.67,89.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038154,ORD-0011172,4/12/2025,10:30:23,Saturday,April,Q2,2025,CUST-03872,75+,None,CK-001,Chocolate Chip Cookie,Cookie,Spring,1,2.99,0.32,2.99,0.32,2.67,89.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038155,ORD-0011172,4/12/2025,10:30:23,Saturday,April,Q2,2025,CUST-03872,75+,None,CK-002,Snickerdoodle Cookie,Cookie,Spring,1,2.99,0.37,2.99,0.37,2.62,87.63,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038156,ORD-0006812,4/12/2025,11:22:22,Saturday,April,Q2,2025,CUST-05295,65-74,Basic,CP-007,Blueberry Cupcakes,Cupcakes,Spring,2,4.5,0.88,9,1.76,7.24,80.44,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038157,ORD-0008224,4/12/2025,11:26:40,Saturday,April,Q2,2025,CUST-04000,45-54,Basic,MF-001,Vegan Banana Bread Muffin,Muffins,Spring,1,2.99,0.81,2.99,0.81,2.18,72.91,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038158,ORD-0008224,4/12/2025,11:26:40,Saturday,April,Q2,2025,CUST-04000,45-54,Basic,CP-007,Blueberry Cupcakes,Cupcakes,Spring,1,4.5,0.88,4.5,0.88,3.62,80.44,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038159,ORD-0010117,4/12/2025,11:27:12,Saturday,April,Q2,2025,CUST-00935,35-44,None,BR-001,Chocolate Brownies,Brownies,Spring,1,3.5,0.48,3.5,0.48,3.02,86.29,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038160,ORD-0010117,4/12/2025,11:27:12,Saturday,April,Q2,2025,CUST-00935,35-44,None,CK-003,Oatmeal Cookie,Cookie,Spring,3,2.99,0.24,8.97,0.72,8.25,91.97,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038161,ORD-0026895,4/12/2025,12:01:24,Saturday,April,Q2,2025,CUST-00423,45-54,Family,CK-001,Chocolate Chip Cookie,Cookie,Spring,4,2.99,0.32,11.96,1.28,10.68,89.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038162,ORD-0026895,4/12/2025,12:01:24,Saturday,April,Q2,2025,CUST-00423,45-54,Family,CK-001,Chocolate Chip Cookie,Cookie,Spring,1,2.99,0.32,2.99,0.32,2.67,89.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038163,ORD-0026895,4/12/2025,12:01:24,Saturday,April,Q2,2025,CUST-00423,45-54,Family,MF-001,Vegan Banana Bread Muffin,Muffins,Spring,2,2.99,0.81,5.98,1.62,4.36,72.91,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038164,ORD-0026895,4/12/2025,12:01:24,Saturday,April,Q2,2025,CUST-00423,45-54,Family,BR-005,Strawberry Blondie,Brownies,Spring,1,3.5,0.56,3.5,0.56,2.94,84,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038165,ORD-0026895,4/12/2025,12:01:24,Saturday,April,Q2,2025,CUST-00423,45-54,Family,BR-002,Walnut Brownies,Brownies,Spring,1,3.5,0.59,3.5,0.59,2.91,83.14,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038166,ORD-0007163,4/12/2025,12:05:04,Saturday,April,Q2,2025,CUST-01280,75+,None,BR-005,Strawberry Blondie,Brownies,Spring,2,3.5,0.56,7,1.12,5.88,84,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038167,ORD-0016245,4/12/2025,12:10:18,Saturday,April,Q2,2025,CUST-01788,65-74,None,CK-001,Chocolate Chip Cookie,Cookie,Spring,2,2.99,0.32,5.98,0.64,5.34,89.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038168,ORD-0013427,4/12/2025,12:25:21,Saturday,April,Q2,2025,CUST-03908,18-24,None,CK-001,Chocolate Chip Cookie,Cookie,Spring,1,2.99,0.32,2.99,0.32,2.67,89.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038169,ORD-0013427,4/12/2025,12:25:21,Saturday,April,Q2,2025,CUST-03908,18-24,None,CK-002,Snickerdoodle Cookie,Cookie,Spring,1,2.99,0.37,2.99,0.37,2.62,87.63,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038170,ORD-0027614,4/12/2025,13:12:18,Saturday,April,Q2,2025,CUST-03370,65-74,None,CK-003,Oatmeal Cookie,Cookie,Spring,2,2.99,0.24,5.98,0.48,5.5,91.97,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038171,ORD-0027614,4/12/2025,13:12:18,Saturday,April,Q2,2025,CUST-03370,65-74,None,BR-005,Strawberry Blondie,Brownies,Spring,1,3.5,0.56,3.5,0.56,2.94,84,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038172,ORD-0027614,4/12/2025,13:12:18,Saturday,April,Q2,2025,CUST-03370,65-74,None,CR-001,Cinnamon Rolls,Cinnamon Rolls,Spring,1,3.99,0.95,3.99,0.95,3.04,76.19,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038173,ORD-0027614,4/12/2025,13:12:18,Saturday,April,Q2,2025,CUST-03370,65-74,None,BR-002,Walnut Brownies,Brownies,Spring,2,3.5,0.59,7,1.18,5.82,83.14,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038174,ORD-0028768,4/12/2025,13:18:37,Saturday,April,Q2,2025,CUST-04531,18-24,None,CR-001,Cinnamon Rolls,Cinnamon Rolls,Spring,2,3.99,0.95,7.98,1.9,6.08,76.19,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038175,ORD-0028768,4/12/2025,13:18:37,Saturday,April,Q2,2025,CUST-04531,18-24,None,CK-001,Chocolate Chip Cookie,Cookie,Spring,1,2.99,0.32,2.99,0.32,2.67,89.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038176,ORD-0012255,4/12/2025,14:43:06,Saturday,April,Q2,2025,CUST-04712,55-64,None,CK-003,Oatmeal Cookie,Cookie,Spring,1,2.99,0.24,2.99,0.24,2.75,91.97,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038177,ORD-0017858,4/12/2025,16:33:13,Saturday,April,Q2,2025,CUST-02162,75+,None,CR-001,Cinnamon Rolls,Cinnamon Rolls,Spring,1,3.99,0.95,3.99,0.95,3.04,76.19,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038178,ORD-0018476,4/13/2025,7:29:39,Sunday,April,Q2,2025,CUST-01868,18-24,None,CK-001,Chocolate Chip Cookie,Cookie,Spring,1,2.99,0.32,2.99,0.32,2.67,89.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038179,ORD-0018476,4/13/2025,7:29:39,Sunday,April,Q2,2025,CUST-01868,18-24,None,CK-001,Chocolate Chip Cookie,Cookie,Spring,1,2.99,0.32,2.99,0.32,2.67,89.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038180,ORD-0018476,4/13/2025,7:29:39,Sunday,April,Q2,2025,CUST-01868,18-24,None,BR-005,Strawberry Blondie,Brownies,Spring,1,3.5,0.56,3.5,0.56,2.94,84,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038181,ORD-0019392,4/13/2025,8:13:56,Sunday,April,Q2,2025,CUST-01584,25-34,None,MF-001,Vegan Banana Bread Muffin,Muffins,Spring,1,2.99,0.81,2.99,0.81,2.18,72.91,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038182,ORD-0019392,4/13/2025,8:13:56,Sunday,April,Q2,2025,CUST-01584,25-34,None,CK-003,Oatmeal Cookie,Cookie,Spring,1,2.99,0.24,2.99,0.24,2.75,91.97,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038183,ORD-0019392,4/13/2025,8:13:56,Sunday,April,Q2,2025,CUST-01584,25-34,None,CP-001,Vanilla Cupcakes,Cupcakes,Spring,1,4.5,0.72,4.5,0.72,3.78,84,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038184,ORD-0019392,4/13/2025,8:13:56,Sunday,April,Q2,2025,CUST-01584,25-34,None,BR-001,Chocolate Brownies,Brownies,Spring,1,3.5,0.48,3.5,0.48,3.02,86.29,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038185,ORD-0003647,4/13/2025,8:21:48,Sunday,April,Q2,2025,CUST-00043,45-54,None,CK-002,Snickerdoodle Cookie,Cookie,Spring,1,2.99,0.37,2.99,0.37,2.62,87.63,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038186,ORD-0019573,4/13/2025,8:30:13,Sunday,April,Q2,2025,CUST-05161,55-64,Basic,CK-001,Chocolate Chip Cookie,Cookie,Spring,1,2.99,0.32,2.99,0.32,2.67,89.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038187,ORD-0019573,4/13/2025,8:30:13,Sunday,April,Q2,2025,CUST-05161,55-64,Basic,CR-001,Cinnamon Rolls,Cinnamon Rolls,Spring,1,3.99,0.95,3.99,0.95,3.04,76.19,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038188,ORD-0019573,4/13/2025,8:30:13,Sunday,April,Q2,2025,CUST-05161,55-64,Basic,CP-007,Blueberry Cupcakes,Cupcakes,Spring,1,4.5,0.88,4.5,0.88,3.62,80.44,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038189,ORD-0022493,4/13/2025,8:32:16,Sunday,April,Q2,2025,CUST-03321,65-74,None,CK-003,Oatmeal Cookie,Cookie,Spring,1,2.99,0.24,2.99,0.24,2.75,91.97,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038190,ORD-0022493,4/13/2025,8:32:16,Sunday,April,Q2,2025,CUST-03321,65-74,None,CK-001,Chocolate Chip Cookie,Cookie,Spring,1,2.99,0.32,2.99,0.32,2.67,89.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038191,ORD-0022493,4/13/2025,8:32:16,Sunday,April,Q2,2025,CUST-03321,65-74,None,CK-003,Oatmeal Cookie,Cookie,Spring,1,2.99,0.24,2.99,0.24,2.75,91.97,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038192,ORD-0026855,4/13/2025,9:05:12,Sunday,April,Q2,2025,CUST-05284,65-74,None,CR-001,Cinnamon Rolls,Cinnamon Rolls,Spring,1,3.99,0.95,3.99,0.95,3.04,76.19,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038193,ORD-0027150,4/13/2025,9:13:37,Sunday,April,Q2,2025,CUST-02623,55-64,Family,CR-001,Cinnamon Rolls,Cinnamon Rolls,Spring,1,3.99,0.95,3.99,0.95,3.04,76.19,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038194,ORD-0027150,4/13/2025,9:13:37,Sunday,April,Q2,2025,CUST-02623,55-64,Family,CK-001,Chocolate Chip Cookie,Cookie,Spring,1,2.99,0.32,2.99,0.32,2.67,89.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038195,ORD-0013843,4/13/2025,9:36:19,Sunday,April,Q2,2025,CUST-04564,55-64,None,BR-005,Strawberry Blondie,Brownies,Spring,1,3.5,0.56,3.5,0.56,2.94,84,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038196,ORD-0012366,4/13/2025,9:48:11,Sunday,April,Q2,2025,CUST-00568,65-74,Basic,CP-003,Lemon Cupcake,Cupcakes,Spring,1,4.5,0.76,4.5,0.76,3.74,83.11,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038197,ORD-0029197,4/13/2025,9:48:31,Sunday,April,Q2,2025,CUST-02222,55-64,None,CK-002,Snickerdoodle Cookie,Cookie,Spring,1,2.99,0.37,2.99,0.37,2.62,87.63,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038198,ORD-0029197,4/13/2025,9:48:31,Sunday,April,Q2,2025,CUST-02222,55-64,None,CP-007,Blueberry Cupcakes,Cupcakes,Spring,1,4.5,0.88,4.5,0.88,3.62,80.44,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038199,ORD-0029197,4/13/2025,9:48:31,Sunday,April,Q2,2025,CUST-02222,55-64,None,BR-001,Chocolate Brownies,Brownies,Spring,1,3.5,0.48,3.5,0.48,3.02,86.29,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038200,ORD-0029197,4/13/2025,9:48:31,Sunday,April,Q2,2025,CUST-02222,55-64,None,CK-002,Snickerdoodle Cookie,Cookie,Spring,1,2.99,0.37,2.99,0.37,2.62,87.63,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038201,ORD-0008700,4/13/2025,10:58:06,Sunday,April,Q2,2025,CUST-01384,65-74,Family,CK-001,Chocolate Chip Cookie,Cookie,Spring,1,2.99,0.32,2.99,0.32,2.67,89.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038202,ORD-0008700,4/13/2025,10:58:06,Sunday,April,Q2,2025,CUST-01384,65-74,Family,CR-001,Cinnamon Rolls,Cinnamon Rolls,Spring,4,3.99,0.95,15.96,3.8,12.16,76.19,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038203,ORD-0012271,4/13/2025,12:24:54,Sunday,April,Q2,2025,CUST-00036,55-64,Basic,CR-001,Cinnamon Rolls,Cinnamon Rolls,Spring,1,3.99,0.95,3.99,0.95,3.04,76.19,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038204,ORD-0012271,4/13/2025,12:24:54,Sunday,April,Q2,2025,CUST-00036,55-64,Basic,CK-002,Snickerdoodle Cookie,Cookie,Spring,1,2.99,0.37,2.99,0.37,2.62,87.63,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038205,ORD-0026132,4/13/2025,12:25:34,Sunday,April,Q2,2025,CUST-03410,65-74,None,CK-003,Oatmeal Cookie,Cookie,Spring,2,2.99,0.24,5.98,0.48,5.5,91.97,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038206,ORD-0026132,4/13/2025,12:25:34,Sunday,April,Q2,2025,CUST-03410,65-74,None,CK-003,Oatmeal Cookie,Cookie,Spring,1,2.99,0.24,2.99,0.24,2.75,91.97,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038207,ORD-0002492,4/13/2025,12:45:45,Sunday,April,Q2,2025,CUST-01267,65-74,None,BR-005,Strawberry Blondie,Brownies,Spring,2,3.5,0.56,7,1.12,5.88,84,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038208,ORD-0002492,4/13/2025,12:45:45,Sunday,April,Q2,2025,CUST-01267,65-74,None,CK-002,Snickerdoodle Cookie,Cookie,Spring,1,2.99,0.37,2.99,0.37,2.62,87.63,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038209,ORD-0015148,4/13/2025,12:47:33,Sunday,April,Q2,2025,CUST-02225,75+,None,CP-007,Blueberry Cupcakes,Cupcakes,Spring,2,4.5,0.88,9,1.76,7.24,80.44,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038210,ORD-0027166,4/13/2025,13:07:51,Sunday,April,Q2,2025,CUST-05139,65-74,None,CK-002,Snickerdoodle Cookie,Cookie,Spring,1,2.99,0.37,2.99,0.37,2.62,87.63,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038211,ORD-0029004,4/13/2025,14:34:22,Sunday,April,Q2,2025,CUST-03102,65-74,None,CP-002,Chocolate Cupcakes,Cupcakes,Spring,1,4.5,0.79,4.5,0.79,3.71,82.44,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038212,ORD-0013117,4/13/2025,14:50:45,Sunday,April,Q2,2025,CUST-02027,75+,None,BR-001,Chocolate Brownies,Brownies,Spring,1,3.5,0.48,3.5,0.48,3.02,86.29,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038213,ORD-0013117,4/13/2025,14:50:45,Sunday,April,Q2,2025,CUST-02027,75+,None,CR-001,Cinnamon Rolls,Cinnamon Rolls,Spring,1,3.99,0.95,3.99,0.95,3.04,76.19,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038214,ORD-0010867,4/13/2025,15:36:26,Sunday,April,Q2,2025,CUST-00782,65-74,Basic,CK-001,Chocolate Chip Cookie,Cookie,Spring,2,2.99,0.32,5.98,0.64,5.34,89.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038215,ORD-0010867,4/13/2025,15:36:26,Sunday,April,Q2,2025,CUST-00782,65-74,Basic,CP-001,Vanilla Cupcakes,Cupcakes,Spring,1,4.5,0.72,4.5,0.72,3.78,84,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038216,ORD-0010867,4/13/2025,15:36:26,Sunday,April,Q2,2025,CUST-00782,65-74,Basic,CK-002,Snickerdoodle Cookie,Cookie,Spring,1,2.99,0.37,2.99,0.37,2.62,87.63,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038217,ORD-0010867,4/13/2025,15:36:26,Sunday,April,Q2,2025,CUST-00782,65-74,Basic,CR-001,Cinnamon Rolls,Cinnamon Rolls,Spring,1,3.99,0.95,3.99,0.95,3.04,76.19,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038218,ORD-0023915,4/13/2025,15:55:40,Sunday,April,Q2,2025,CUST-04527,65-74,None,CR-001,Cinnamon Rolls,Cinnamon Rolls,Spring,1,3.99,0.95,3.99,0.95,3.04,76.19,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038219,ORD-0023915,4/13/2025,15:55:40,Sunday,April,Q2,2025,CUST-04527,65-74,None,BR-002,Walnut Brownies,Brownies,Spring,1,3.5,0.59,3.5,0.59,2.91,83.14,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038220,ORD-0023915,4/13/2025,15:55:40,Sunday,April,Q2,2025,CUST-04527,65-74,None,MF-001,Vegan Banana Bread Muffin,Muffins,Spring,1,2.99,0.81,2.99,0.81,2.18,72.91,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038221,ORD-0008589,4/13/2025,16:07:33,Sunday,April,Q2,2025,CUST-04499,55-64,None,MF-001,Vegan Banana Bread Muffin,Muffins,Spring,1,2.99,0.81,2.99,0.81,2.18,72.91,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038222,ORD-0008589,4/13/2025,16:07:33,Sunday,April,Q2,2025,CUST-04499,55-64,None,BR-005,Strawberry Blondie,Brownies,Spring,1,3.5,0.56,3.5,0.56,2.94,84,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038223,ORD-0019623,4/13/2025,18:09:07,Sunday,April,Q2,2025,CUST-00081,75+,None,CK-001,Chocolate Chip Cookie,Cookie,Spring,1,2.99,0.32,2.99,0.32,2.67,89.3,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038224,ORD-0019623,4/13/2025,18:09:07,Sunday,April,Q2,2025,CUST-00081,75+,None,CK-002,Snickerdoodle Cookie,Cookie,Spring,1,2.99,0.37,2.99,0.37,2.62,87.63,Y,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038225,ORD-0027425,4/14/2025,9:00:59,Monday,April,Q2,2025,CUST-02783,75+,Basic,CK-001,Chocolate Chip Cookie,Cookie,Spring,1,2.99,0.32,2.99,0.32,2.67,89.3,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038226,ORD-0014654,4/14/2025,9:20:20,Monday,April,Q2,2025,CUST-02462,75+,None,BR-001,Chocolate Brownies,Brownies,Spring,1,3.5,0.48,3.5,0.48,3.02,86.29,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038227,ORD-0021091,4/14/2025,9:26:39,Monday,April,Q2,2025,CUST-02366,65-74,None,CP-007,Blueberry Cupcakes,Cupcakes,Spring,1,4.5,0.88,4.5,0.88,3.62,80.44,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038228,ORD-0021091,4/14/2025,9:26:39,Monday,April,Q2,2025,CUST-02366,65-74,None,CP-007,Blueberry Cupcakes,Cupcakes,Spring,1,4.5,0.88,4.5,0.88,3.62,80.44,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038229,ORD-0021091,4/14/2025,9:26:39,Monday,April,Q2,2025,CUST-02366,65-74,None,CK-002,Snickerdoodle Cookie,Cookie,Spring,1,2.99,0.37,2.99,0.37,2.62,87.63,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038230,ORD-0026848,4/14/2025,11:15:25,Monday,April,Q2,2025,CUST-03395,75+,Basic,CP-007,Blueberry Cupcakes,Cupcakes,Spring,2,4.5,0.88,9,1.76,7.24,80.44,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038231,ORD-0026662,4/14/2025,11:59:42,Monday,April,Q2,2025,CUST-04824,35-44,None,CK-002,Snickerdoodle Cookie,Cookie,Spring,1,2.99,0.37,2.99,0.37,2.62,87.63,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038232,ORD-0003424,4/14/2025,12:01:47,Monday,April,Q2,2025,CUST-02508,75+,None,CK-006,Almond Fudge Cookie,Cookie,Spring,2,2.99,0.41,5.98,0.82,5.16,86.29,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038233,ORD-0003424,4/14/2025,12:01:47,Monday,April,Q2,2025,CUST-02508,75+,None,CP-003,Lemon Cupcake,Cupcakes,Spring,2,4.5,0.76,9,1.52,7.48,83.11,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038234,ORD-0014209,4/14/2025,12:32:14,Monday,April,Q2,2025,CUST-04653,75+,Basic,CK-001,Chocolate Chip Cookie,Cookie,Spring,1,2.99,0.32,2.99,0.32,2.67,89.3,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038235,ORD-0014209,4/14/2025,12:32:14,Monday,April,Q2,2025,CUST-04653,75+,Basic,CK-001,Chocolate Chip Cookie,Cookie,Spring,2,2.99,0.32,5.98,0.64,5.34,89.3,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038236,ORD-0002439,4/14/2025,13:30:44,Monday,April,Q2,2025,CUST-04464,65-74,Basic,CK-003,Oatmeal Cookie,Cookie,Spring,2,2.99,0.24,5.98,0.48,5.5,91.97,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038237,ORD-0013773,4/14/2025,14:41:02,Monday,April,Q2,2025,CUST-01841,55-64,Family,CP-002,Chocolate Cupcakes,Cupcakes,Spring,4,4.5,0.79,18,3.16,14.84,82.44,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038238,ORD-0013773,4/14/2025,14:41:02,Monday,April,Q2,2025,CUST-01841,55-64,Family,CK-006,Almond Fudge Cookie,Cookie,Spring,1,2.99,0.41,2.99,0.41,2.58,86.29,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038239,ORD-0013773,4/14/2025,14:41:02,Monday,April,Q2,2025,CUST-01841,55-64,Family,CK-003,Oatmeal Cookie,Cookie,Spring,1,2.99,0.24,2.99,0.24,2.75,91.97,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038240,ORD-0016263,4/14/2025,15:06:58,Monday,April,Q2,2025,CUST-05194,65-74,Basic,CP-003,Lemon Cupcake,Cupcakes,Spring,1,4.5,0.76,4.5,0.76,3.74,83.11,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
TXN-00038241,ORD-0008003,4/14/2025,15:42:25,Monday,April,Q2,2025,CUST-00175,75+,None,CR-001,Cinnamon Rolls,Cinnamon Rolls,Spring,2,3.99,0.95,7.98,1.9,6.08,76.19,N,ATL-DT-001,Downtown Atlanta,Atlanta,Georgia
